GEO_ID,NAME,,P1_001N,P1_001NA,P1_002N,P1_002NA,P1_003N,P1_003NA,P1_004N,P1_004NA,P1_005N,P1_005NA,P1_006N,P1_006NA,P1_007N,P1_007NA,P1_008N,P1_008NA,P1_009N,P1_009NA,P1_010N,P1_010NA,P1_011N,P1_011NA,P1_012N,P1_012NA,P1_013N,P1_013NA,P1_014N,P1_014NA,P1_015N,P1_015NA,P1_016N,P1_016NA,P1_017N,P1_017NA,P1_018N,P1_018NA,P1_019N,P1_019NA,P1_020N,P1_020NA,P1_021N,P1_021NA,P1_022N,P1_022NA,P1_023N,P1_023NA,P1_024N,P1_024NA,P1_025N,P1_025NA,P1_026N,P1_026NA,P1_027N,P1_027NA,P1_028N,P1_028NA,P1_029N,P1_029NA,P1_030N,P1_030NA,P1_031N,P1_031NA,P1_032N,P1_032NA,P1_033N,P1_033NA,P1_034N,P1_034NA,P1_035N,P1_035NA,P1_036N,P1_036NA,P1_037N,P1_037NA,P1_038N,P1_038NA,P1_039N,P1_039NA,P1_040N,P1_040NA,P1_041N,P1_041NA,P1_042N,P1_042NA,P1_043N,P1_043NA,P1_044N,P1_044NA,P1_045N,P1_045NA,P1_046N,P1_046NA,P1_047N,P1_047NA,P1_048N,P1_048NA,P1_049N,P1_049NA,P1_050N,P1_050NA,P1_051N,P1_051NA,P1_052N,P1_052NA,P1_053N,P1_053NA,P1_054N,P1_054NA,P1_055N,P1_055NA,P1_056N,P1_056NA,P1_057N,P1_057NA,P1_058N,P1_058NA,P1_059N,P1_059NA,P1_060N,P1_060NA,P1_061N,P1_061NA,P1_062N,P1_062NA,P1_063N,P1_063NA,P1_064N,P1_064NA,P1_065N,P1_065NA,P1_066N,P1_066NA,P1_067N,P1_067NA,P1_068N,P1_068NA,P1_069N,P1_069NA,P1_070N,P1_070NA,P1_071N,P1_071NA
0500000US38099,Walsh County, North Dakota,10563,null,9764,null,9085,null,71,null,145,null,47,null,0,null,416,null,799,null,761,null,40,null,158,null,19,null,1,null,515,null,4,null,0,null,0,null,0,null,1,null,0,null,21,null,0,null,2,null,0,null,34,null,16,null,0,null,0,null,4,null,0,null,0,null,7,null,2,null,3,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,1,null,0,null,1,null,1,null,0,null,1,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,3,null,2,null,1,null,0,null,0,null,0,null,0,null,0,null,0,null
0500000US38101,Ward County, North Dakota,69919,null,64401,null,57038,null,3024,null,1706,null,1120,null,133,null,1380,null,5518,null,5148,null,804,null,1347,null,631,null,63,null,1955,null,98,null,51,null,5,null,78,null,14,null,0,null,31,null,42,null,20,null,9,null,343,null,112,null,42,null,0,null,63,null,23,null,2,null,35,null,49,null,7,null,0,null,0,null,0,null,2,null,1,null,5,null,0,null,0,null,2,null,0,null,0,null,25,null,2,null,0,null,9,null,5,null,0,null,0,null,5,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,4,null,2,null,1,null,1,null,0,null,0,null,0,null,0,null,0,null,0,null
0500000US38103,Wells County, North Dakota,3982,null,3859,null,3801,null,18,null,17,null,12,null,0,null,11,null,123,null,119,null,31,null,41,null,7,null,3,null,36,null,0,null,0,null,0,null,1,null,0,null,0,null,0,null,0,null,0,null,0,null,4,null,0,null,2,null,0,null,0,null,0,null,0,null,1,null,1,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
0500000US38105,Williams County, North Dakota,40950,null,37413,null,31854,null,2096,null,1199,null,636,null,101,null,1527,null,3537,null,3407,null,272,null,1354,null,210,null,42,null,1414,null,27,null,24,null,7,null,33,null,0,null,0,null,13,null,8,null,3,null,0,null,122,null,25,null,0,null,3,null,11,null,30,null,6,null,26,null,8,null,2,null,7,null,0,null,0,null,0,null,0,null,0,null,0,null,4,null,0,null,0,null,0,null,8,null,1,null,0,null,0,null,0,null,0,null,0,null,1,null,6,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
0500000US39001,Adams County, Ohio,27477,null,26558,null,26277,null,84,null,78,null,39,null,1,null,79,null,919,null,868,null,101,null,561,null,20,null,9,null,155,null,0,null,1,null,4,null,5,null,0,null,0,null,1,null,2,null,7,null,2,null,44,null,11,null,7,null,0,null,2,null,6,null,0,null,3,null,10,null,0,null,0,null,1,null,1,null,0,null,0,null,3,null,0,null,0,null,0,null,0,null,0,null,7,null,1,null,0,null,6,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
0500000US39003,Allen County, Ohio,102206,null,95969,null,80753,null,12573,null,300,null,840,null,53,null,1450,null,6237,null,5838,null,2489,null,1309,null,315,null,13,null,1423,null,94,null,26,null,5,null,119,null,4,null,0,null,15,null,15,null,11,null,0,null,378,null,200,null,25,null,5,null,77,null,15,null,4,null,29,null,9,null,2,null,0,null,5,null,1,null,1,null,3,null,0,null,0,null,0,null,2,null,0,null,0,null,21,null,4,null,1,null,8,null,0,null,0,null,0,null,4,null,0,null,0,null,3,null,0,null,0,null,0,null,0,null,1,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
0500000US39005,Ashland County, Ohio,52447,null,50397,null,49249,null,394,null,114,null,322,null,33,null,285,null,2050,null,1914,null,279,null,920,null,108,null,14,null,559,null,6,null,1,null,0,null,12,null,7,null,2,null,2,null,4,null,0,null,0,null,126,null,32,null,7,null,0,null,20,null,21,null,1,null,26,null,13,null,5,null,0,null,0,null,0,null,0,null,0,null,1,null,0,null,0,null,0,null,0,null,0,null,6,null,1,null,0,null,0,null,1,null,0,null,0,null,0,null,0,null,0,null,0,null,4,null,0,null,0,null,0,null,0,null,4,null,4,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
0500000US39007,Ashtabula County, Ohio,97574,null,91321,null,85486,null,3606,null,203,null,349,null,18,null,1659,null,6253,null,5993,null,1354,null,1815,null,243,null,35,null,2366,null,32,null,1,null,4,null,111,null,9,null,0,null,5,null,8,null,4,null,6,null,236,null,136,null,3,null,0,null,40,null,3,null,0,null,15,null,22,null,8,null,0,null,1,null,0,null,3,null,0,null,3,null,0,null,2,null,0,null,0,null,0,null,16,null,5,null,0,null,3,null,2,null,1,null,0,null,1,null,4,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,8,null,8,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
0500000US39009,Athens County, Ohio,62431,null,59509,null,54513,null,2894,null,247,null,1223,null,2,null,630,null,2922,null,2670,null,595,null,878,null,340,null,14,null,736,null,41,null,22,null,0,null,25,null,2,null,1,null,2,null,10,null,4,null,0,null,238,null,121,null,9,null,0,null,48,null,6,null,5,null,24,null,22,null,0,null,0,null,2,null,0,null,0,null,0,null,0,null,0,null,0,null,1,null,0,null,0,null,14,null,8,null,0,null,1,null,0,null,0,null,0,null,0,null,3,null,0,null,2,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
0500000US39011,Auglaize County, Ohio,46422,null,44822,null,43929,null,240,null,86,null,255,null,41,null,271,null,1600,null,1528,null,280,null,638,null,108,null,9,null,446,null,1,null,0,null,3,null,27,null,0,null,0,null,3,null,2,null,9,null,2,null,60,null,29,null,0,null,2,null,4,null,8,null,0,null,2,null,9,null,0,null,0,null,5,null,0,null,0,null,0,null,1,null,0,null,0,null,0,null,0,null,0,null,12,null,0,null,0,null,7,null,0,null,5,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
0500000US39013,Belmont County, Ohio,66497,null,63651,null,60831,null,2117,null,89,null,266,null,11,null,337,null,2846,null,2667,null,674,null,988,null,108,null,3,null,831,null,14,null,0,null,4,null,34,null,3,null,1,null,4,null,0,null,2,null,1,null,162,null,93,null,7,null,1,null,28,null,2,null,3,null,10,null,1,null,8,null,0,null,0,null,2,null,0,null,6,null,0,null,0,null,1,null,0,null,0,null,0,null,13,null,5,null,0,null,6,null,1,null,0,null,0,null,0,null,1,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,4,null,2,null,2,null,0,null,0,null,0,null,0,null,0,null,0,null
0500000US39015,Brown County, Ohio,43676,null,41914,null,41237,null,304,null,75,null,97,null,5,null,196,null,1762,null,1697,null,260,null,859,null,76,null,13,null,467,null,7,null,1,null,0,null,8,null,0,null,1,null,5,null,0,null,0,null,0,null,49,null,18,null,9,null,4,null,0,null,4,null,4,null,7,null,2,null,0,null,0,null,1,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,14,null,7,null,0,null,3,null,0,null,0,null,0,null,4,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,2,null,0,null,2,null,0,null,0,null,0,null,0,null,0,null,0,null
0500000US39017,Butler County, Ohio,390357,null,365004,null,299100,null,34704,null,1481,null,15730,null,494,null,13495,null,25353,null,24020,null,5654,null,6011,null,2475,null,129,null,8157,null,256,null,196,null,27,null,686,null,20,null,0,null,251,null,53,null,89,null,16,null,1197,null,480,null,119,null,13,null,191,null,74,null,4,null,179,null,42,null,36,null,11,null,1,null,3,null,40,null,0,null,0,null,0,null,2,null,0,null,2,null,0,null,131,null,33,null,0,null,59,null,0,null,18,null,0,null,0,null,19,null,0,null,1,null,0,null,1,null,0,null,0,null,0,null,5,null,2,null,3,null,0,null,0,null,0,null,0,null,0,null,0,null
0500000US39019,Carroll County, Ohio,26721,null,25697,null,25307,null,122,null,77,null,52,null,4,null,135,null,1024,null,984,null,119,null,469,null,50,null,7,null,332,null,3,null,0,null,0,null,0,null,2,null,0,null,0,null,0,null,0,null,2,null,28,null,16,null,3,null,0,null,1,null,2,null,0,null,0,null,3,null,1,null,0,null,1,null,0,null,1,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,8,null,5,null,0,null,0,null,3,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,4,null,4,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
0500000US39021,Champaign County, Ohio,38714,null,36768,null,35615,null,688,null,91,null,129,null,7,null,238,null,1946,null,1819,null,489,null,751,null,114,null,17,null,383,null,22,null,7,null,0,null,32,null,0,null,0,null,0,null,0,null,4,null,0,null,119,null,57,null,1,null,3,null,5,null,12,null,3,null,22,null,4,null,3,null,0,null,5,null,3,null,0,null,1,null,0,null,0,null,0,null,0,null,0,null,0,null,4,null,0,null,0,null,3,null,1,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,4,null,0,null,0,null,0,null,3,null,0,null,1,null,0,null,0,null
0500000US39023,Clark County, Ohio,136001,null,127337,null,111088,null,12200,null,419,null,902,null,93,null,2635,null,8664,null,8129,null,2830,null,2378,null,428,null,75,null,2002,null,111,null,27,null,7,null,136,null,2,null,0,null,86,null,12,null,33,null,2,null,487,null,253,null,30,null,0,null,66,null,16,null,5,null,75,null,27,null,5,null,0,null,0,null,0,null,1,null,0,null,5,null,0,null,1,null,0,null,0,null,3,null,43,null,18,null,2,null,10,null,10,null,2,null,0,null,0,null,0,null,0,null,1,null,0,null,0,null,0,null,0,null,0,null,2,null,1,null,0,null,0,null,0,null,0,null,1,null,3,null,3,null
0500000US39025,Clermont County, Ohio,208601,null,197378,null,189024,null,3347,null,449,null,2549,null,63,null,1946,null,11223,null,10744,null,1709,null,4350,null,1000,null,82,null,3376,null,61,null,18,null,1,null,92,null,1,null,0,null,30,null,15,null,9,null,0,null,437,null,134,null,27,null,24,null,48,null,61,null,0,null,94,null,26,null,21,null,0,null,0,null,0,null,0,null,0,null,2,null,0,null,0,null,0,null,0,null,0,null,23,null,1,null,5,null,10,null,0,null,0,null,0,null,3,null,3,null,0,null,0,null,0,null,0,null,0,null,1,null,0,null,19,null,19,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
0500000US39027,Clinton County, Ohio,42018,null,40065,null,38484,null,832,null,104,null,206,null,6,null,433,null,1953,null,1832,null,513,null,690,null,115,null,14,null,437,null,13,null,2,null,1,null,31,null,4,null,0,null,2,null,6,null,2,null,2,null,111,null,48,null,15,null,2,null,12,null,18,null,0,null,10,null,4,null,0,null,0,null,0,null,0,null,2,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,9,null,0,null,8,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,1,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,1,null,1,null
0500000US39029,Columbiana County, Ohio,101877,null,97573,null,94155,null,2122,null,319,null,346,null,16,null,615,null,4304,null,4159,null,875,null,1638,null,209,null,24,null,1314,null,10,null,8,null,0,null,46,null,3,null,0,null,12,null,9,null,6,null,5,null,140,null,49,null,2,null,3,null,19,null,17,null,1,null,12,null,9,null,8,null,2,null,0,null,4,null,6,null,3,null,5,null,0,null,0,null,0,null,0,null,0,null,4,null,0,null,3,null,1,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,1,null,1,null
0500000US39031,Coshocton County, Ohio,36612,null,35427,null,34730,null,397,null,63,null,104,null,13,null,120,null,1185,null,1106,null,285,null,465,null,62,null,0,null,255,null,8,null,2,null,0,null,12,null,0,null,2,null,6,null,6,null,3,null,0,null,65,null,36,null,0,null,0,null,6,null,8,null,2,null,7,null,0,null,0,null,0,null,0,null,0,null,0,null,3,null,0,null,3,null,0,null,0,null,0,null,0,null,4,null,1,null,0,null,0,null,0,null,0,null,0,null,0,null,1,null,0,null,0,null,2,null,0,null,0,null,0,null,0,null,10,null,9,null,0,null,1,null,0,null,0,null,0,null,0,null,0,null
0500000US39033,Crawford County, Ohio,42025,null,40341,null,39652,null,319,null,40,null,137,null,12,null,181,null,1684,null,1633,null,347,null,693,null,84,null,7,null,463,null,3,null,0,null,0,null,17,null,2,null,0,null,9,null,0,null,6,null,2,null,47,null,28,null,1,null,0,null,0,null,6,null,0,null,3,null,0,null,5,null,0,null,3,null,0,null,0,null,1,null,0,null,0,null,0,null,0,null,0,null,0,null,3,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,1,null,0,null,1,null,0,null,1,null,0,null,0,null,0,null,1,null,0,null,0,null,0,null,1,null,0,null,0,null,0,null,0,null
0500000US39035,Cuyahoga County, Ohio,1264817,null,1190149,null,736116,null,370895,null,2990,null,44071,null,361,null,35716,null,74668,null,68920,null,15761,null,8502,null,7137,null,307,null,28629,null,2905,null,854,null,140,null,3689,null,87,null,12,null,306,null,138,null,261,null,192,null,4995,null,2347,null,385,null,42,null,1001,null,104,null,14,null,469,null,153,null,187,null,11,null,40,null,29,null,149,null,41,null,12,null,5,null,1,null,0,null,3,null,2,null,694,null,146,null,45,null,442,null,3,null,20,null,0,null,4,null,10,null,6,null,5,null,4,null,7,null,1,null,0,null,1,null,46,null,31,null,13,null,1,null,0,null,0,null,1,null,13,null,13,null
0500000US39037,Darke County, Ohio,51881,null,50293,null,49322,null,303,null,107,null,182,null,26,null,353,null,1588,null,1520,null,304,null,663,null,80,null,8,null,443,null,0,null,0,null,0,null,9,null,0,null,3,null,4,null,2,null,4,null,0,null,63,null,31,null,0,null,2,null,1,null,17,null,0,null,11,null,0,null,0,null,1,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,2,null,0,null,0,null,1,null,0,null,0,null,0,null,0,null,0,null,1,null,0,null,0,null,0,null,0,null,0,null,0,null,3,null,0,null,3,null,0,null,0,null,0,null,0,null,0,null,0,null
0500000US39039,Defiance County, Ohio,38286,null,35978,null,33648,null,668,null,145,null,142,null,17,null,1358,null,2308,null,2203,null,333,null,500,null,62,null,5,null,1212,null,5,null,4,null,3,null,43,null,5,null,0,null,16,null,5,null,6,null,4,null,91,null,26,null,6,null,0,null,11,null,5,null,2,null,28,null,5,null,5,null,0,null,0,null,0,null,1,null,0,null,0,null,0,null,0,null,0,null,0,null,2,null,9,null,4,null,0,null,1,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,4,null,0,null,0,null,0,null,0,null,3,null,0,null,2,null,0,null,0,null,0,null,1,null,2,null,2,null
0500000US39041,Delaware County, Ohio,214124,null,202146,null,173231,null,7840,null,324,null,18216,null,75,null,2460,null,11978,null,11377,null,1977,null,2489,null,2108,null,82,null,4324,null,65,null,62,null,0,null,131,null,30,null,0,null,20,null,37,null,50,null,2,null,547,null,203,null,46,null,5,null,90,null,59,null,12,null,76,null,29,null,18,null,1,null,0,null,3,null,3,null,1,null,0,null,0,null,0,null,1,null,0,null,0,null,49,null,4,null,0,null,35,null,5,null,2,null,0,null,3,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,5,null,1,null,0,null,4,null,0,null,0,null,0,null,0,null,0,null
0500000US39043,Erie County, Ohio,75622,null,70431,null,62122,null,6807,null,195,null,481,null,11,null,815,null,5191,null,4839,null,1764,null,1227,null,230,null,13,null,1449,null,60,null,21,null,2,null,62,null,0,null,0,null,9,null,0,null,2,null,0,null,314,null,162,null,22,null,14,null,46,null,1,null,0,null,44,null,3,null,11,null,0,null,8,null,1,null,0,null,0,null,2,null,0,null,0,null,0,null,0,null,0,null,33,null,5,null,0,null,19,null,0,null,1,null,2,null,0,null,6,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,3,null,0,null,0,null,3,null,0,null,0,null,0,null,2,null,2,null
0500000US39045,Fairfield County, Ohio,158921,null,150291,null,131676,null,13484,null,378,null,3093,null,35,null,1625,null,8630,null,8021,null,1810,null,2719,null,828,null,38,null,2167,null,102,null,83,null,14,null,195,null,7,null,8,null,24,null,20,null,6,null,0,null,553,null,287,null,53,null,0,null,48,null,26,null,1,null,75,null,20,null,28,null,4,null,0,null,0,null,1,null,10,null,0,null,0,null,0,null,0,null,0,null,0,null,51,null,4,null,8,null,23,null,0,null,8,null,0,null,1,null,5,null,0,null,1,null,1,null,0,null,0,null,0,null,0,null,4,null,2,null,2,null,0,null,0,null,0,null,0,null,1,null,1,null
0500000US39047,Fayette County, Ohio,28951,null,27552,null,26523,null,543,null,69,null,171,null,11,null,235,null,1399,null,1295,null,399,null,461,null,62,null,19,null,307,null,11,null,3,null,3,null,11,null,0,null,0,null,12,null,5,null,2,null,0,null,88,null,48,null,6,null,3,null,13,null,0,null,0,null,7,null,6,null,0,null,0,null,0,null,2,null,2,null,0,null,0,null,0,null,1,null,0,null,0,null,0,null,11,null,5,null,1,null,1,null,1,null,2,null,0,null,0,null,0,null,1,null,0,null,0,null,0,null,0,null,0,null,0,null,3,null,0,null,2,null,1,null,0,null,0,null,0,null,2,null,2,null
0500000US39049,Franklin County, Ohio,1323807,null,1230708,null,802685,null,299771,null,4564,null,74071,null,534,null,49083,null,93099,null,85723,null,23648,null,13468,null,10657,null,384,null,28329,null,2614,null,1249,null,171,null,3792,null,144,null,6,null,571,null,205,null,378,null,107,null,6626,null,3060,null,727,null,79,null,947,null,294,null,35,null,825,null,254,null,199,null,13,null,80,null,11,null,61,null,14,null,21,null,1,null,0,null,0,null,0,null,5,null,679,null,242,null,38,null,288,null,29,null,27,null,1,null,21,null,7,null,1,null,9,null,5,null,6,null,4,null,1,null,0,null,71,null,42,null,18,null,4,null,7,null,0,null,0,null,0,null,0,null
0500000US39051,Fulton County, Ohio,42713,null,40005,null,38092,null,254,null,148,null,153,null,9,null,1349,null,2708,null,2589,null,259,null,664,null,92,null,15,null,1524,null,0,null,0,null,3,null,10,null,6,null,0,null,13,null,0,null,3,null,0,null,104,null,40,null,12,null,4,null,14,null,3,null,1,null,24,null,4,null,0,null,2,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,11,null,5,null,0,null,1,null,2,null,3,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,4,null,0,null,1,null,0,null,3,null,0,null,0,null,0,null,0,null
0500000US39053,Gallia County, Ohio,29220,null,28007,null,27049,null,600,null,64,null,148,null,5,null,141,null,1213,null,1162,null,322,null,525,null,28,null,8,null,256,null,9,null,0,null,0,null,11,null,1,null,0,null,0,null,2,null,0,null,0,null,48,null,32,null,0,null,0,null,2,null,1,null,0,null,7,null,0,null,6,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,3,null,1,null,0,null,1,null,1,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
0500000US39055,Geauga County, Ohio,95397,null,91779,null,89422,null,1082,null,53,null,673,null,9,null,540,null,3618,null,3464,null,337,null,952,null,415,null,19,null,1665,null,20,null,5,null,3,null,9,null,3,null,5,null,13,null,5,null,12,null,1,null,143,null,64,null,8,null,0,null,13,null,0,null,3,null,26,null,12,null,5,null,3,null,4,null,0,null,0,null,1,null,0,null,0,null,0,null,0,null,4,null,0,null,10,null,3,null,4,null,0,null,2,null,0,null,0,null,0,null,0,null,0,null,1,null,0,null,0,null,0,null,0,null,0,null,1,null,1,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
0500000US39057,Greene County, Ohio,167966,null,156557,null,137146,null,11486,null,432,null,5571,null,105,null,1817,null,11409,null,10683,null,2488,null,2765,null,1813,null,93,null,3006,null,139,null,91,null,15,null,155,null,16,null,2,null,8,null,51,null,37,null,4,null,649,null,261,null,70,null,6,null,72,null,65,null,3,null,77,null,50,null,32,null,6,null,2,null,0,null,0,null,5,null,0,null,0,null,0,null,0,null,0,null,0,null,58,null,25,null,2,null,26,null,1,null,0,null,0,null,0,null,3,null,0,null,0,null,0,null,0,null,1,null,0,null,0,null,19,null,7,null,8,null,0,null,4,null,0,null,0,null,0,null,0,null
0500000US39059,Guernsey County, Ohio,38438,null,36873,null,35898,null,535,null,94,null,154,null,8,null,184,null,1565,null,1513,null,360,null,679,null,72,null,8,null,336,null,20,null,2,null,0,null,16,null,3,null,1,null,2,null,4,null,8,null,2,null,47,null,23,null,14,null,0,null,0,null,7,null,0,null,1,null,2,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,4,null,0,null,1,null,1,null,0,null,0,null,0,null,0,null,2,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,1,null,0,null,0,null,0,null,1,null,0,null,0,null,0,null,0,null
0500000US39061,Hamilton County, Ohio,830639,null,782986,null,525850,null,209173,null,2244,null,25333,null,673,null,19713,null,47653,null,44520,null,12740,null,8427,null,5149,null,221,null,13747,null,1471,null,515,null,124,null,1570,null,47,null,1,null,185,null,108,null,167,null,48,null,2763,null,1281,null,260,null,29,null,366,null,174,null,10,null,305,null,129,null,90,null,5,null,30,null,4,null,32,null,25,null,17,null,0,null,0,null,6,null,0,null,0,null,339,null,97,null,16,null,160,null,18,null,11,null,0,null,9,null,8,null,0,null,9,null,0,null,3,null,4,null,1,null,3,null,21,null,9,null,11,null,0,null,1,null,0,null,0,null,10,null,10,null
0500000US39063,Hancock County, Ohio,74920,null,70895,null,66590,null,1431,null,149,null,1402,null,31,null,1292,null,4025,null,3812,null,758,null,917,null,291,null,1,null,1712,null,25,null,23,null,1,null,32,null,0,null,0,null,26,null,12,null,14,null,0,null,196,null,73,null,12,null,0,null,26,null,24,null,0,null,42,null,2,null,5,null,2,null,2,null,0,null,0,null,0,null,8,null,0,null,0,null,0,null,0,null,0,null,15,null,4,null,1,null,0,null,5,null,0,null,0,null,1,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,4,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,2,null,2,null
0500000US39065,Hardin County, Ohio,30696,null,29458,null,28650,null,262,null,58,null,169,null,12,null,307,null,1238,null,1170,null,237,null,527,null,76,null,25,null,280,null,5,null,7,null,0,null,9,null,1,null,0,null,3,null,0,null,0,null,0,null,56,null,29,null,0,null,3,null,5,null,0,null,0,null,12,null,2,null,2,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,3,null,0,null,0,null,0,null,12,null,2,null,0,null,4,null,0,null,0,null,0,null,5,null,0,null,0,null,0,null,0,null,1,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
0500000US39067,Harrison County, Ohio,14483,null,13806,null,13456,null,241,null,19,null,40,null,6,null,44,null,677,null,650,null,170,null,234,null,38,null,5,null,199,null,1,null,0,null,0,null,2,null,0,null,0,null,0,null,0,null,0,null,1,null,23,null,8,null,3,null,0,null,7,null,0,null,0,null,3,null,0,null,1,null,0,null,1,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,3,null,0,null,0,null,1,null,0,null,0,null,0,null,0,null,2,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,1,null,0,null,1,null,0,null,0,null,0,null,0,null,0,null,0,null
0500000US39069,Henry County, Ohio,27662,null,26376,null,25244,null,160,null,103,null,126,null,4,null,739,null,1286,null,1241,null,125,null,352,null,53,null,1,null,674,null,6,null,4,null,0,null,0,null,0,null,0,null,20,null,0,null,2,null,4,null,38,null,13,null,2,null,0,null,0,null,2,null,0,null,19,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,2,null,0,null,0,null,0,null,0,null,0,null,7,null,1,null,4,null,0,null,0,null,0,null,0,null,0,null,2,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
0500000US39071,Highland County, Ohio,43317,null,41603,null,40662,null,520,null,119,null,110,null,8,null,184,null,1714,null,1591,null,379,null,800,null,50,null,2,null,322,null,2,null,2,null,0,null,16,null,0,null,1,null,11,null,0,null,0,null,6,null,114,null,48,null,7,null,0,null,10,null,16,null,4,null,12,null,14,null,0,null,0,null,0,null,0,null,0,null,3,null,0,null,0,null,0,null,0,null,0,null,0,null,4,null,2,null,0,null,0,null,1,null,0,null,0,null,0,null,1,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,5,null,3,null,0,null,0,null,0,null,0,null,2,null,0,null,0,null
0500000US39073,Hocking County, Ohio,28050,null,26946,null,26595,null,140,null,50,null,71,null,0,null,90,null,1104,null,1050,null,169,null,523,null,41,null,11,null,283,null,1,null,6,null,0,null,5,null,1,null,1,null,9,null,0,null,0,null,0,null,46,null,20,null,4,null,0,null,4,null,10,null,0,null,1,null,0,null,2,null,0,null,0,null,0,null,4,null,0,null,0,null,0,null,0,null,0,null,0,null,1,null,8,null,3,null,0,null,3,null,1,null,0,null,0,null,0,null,1,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
0500000US39075,Holmes County, Ohio,44223,null,43447,null,43088,null,123,null,36,null,64,null,5,null,131,null,776,null,710,null,137,null,290,null,30,null,7,null,218,null,9,null,0,null,0,null,11,null,0,null,0,null,0,null,2,null,2,null,4,null,46,null,29,null,0,null,0,null,10,null,0,null,0,null,2,null,1,null,0,null,0,null,0,null,1,null,0,null,0,null,0,null,0,null,3,null,0,null,0,null,0,null,20,null,11,null,0,null,0,null,0,null,0,null,0,null,9,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
